tokenizer,tokenizer_version,language,corpus,metric,value
deepseek-v3,main,azj_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,bak_Cyrl,flores200_devtest,premium_ratio_estimate,2.986742148753012
deepseek-v3,main,bak_Cyrl,flores200_devtest,premium_ratio_ci_lower,2.9477767232976864
deepseek-v3,main,bak_Cyrl,flores200_devtest,premium_ratio_ci_upper,3.027586250493864
deepseek-v3,main,bak_Cyrl,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,bam_Latn,flores200_devtest,premium_ratio_estimate,2.217269117608741
deepseek-v3,main,bam_Latn,flores200_devtest,premium_ratio_ci_lower,2.1877561597933006
deepseek-v3,main,bam_Latn,flores200_devtest,premium_ratio_ci_upper,2.2490367308377803
deepseek-v3,main,bam_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,ban_Latn,flores200_devtest,premium_ratio_estimate,1.717719507469352
deepseek-v3,main,ban_Latn,flores200_devtest,premium_ratio_ci_lower,1.6987296127657545
deepseek-v3,main,ban_Latn,flores200_devtest,premium_ratio_ci_upper,1.7379662564075922
deepseek-v3,main,ban_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,bel_Cyrl,flores200_devtest,premium_ratio_estimate,2.6535211374619734
deepseek-v3,main,bel_Cyrl,flores200_devtest,premium_ratio_ci_lower,2.619015363229539
deepseek-v3,main,bel_Cyrl,flores200_devtest,premium_ratio_ci_upper,2.6907530827521544
deepseek-v3,main,bel_Cyrl,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,bem_Latn,flores200_devtest,premium_ratio_estimate,2.236696013823764
deepseek-v3,main,bem_Latn,flores200_devtest,premium_ratio_ci_lower,2.210546829978744
deepseek-v3,main,bem_Latn,flores200_devtest,premium_ratio_ci_upper,2.263263781883964
deepseek-v3,main,bem_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,ben_Beng,flores200_devtest,premium_ratio_estimate,2.0394060163598047
deepseek-v3,main,ben_Beng,flores200_devtest,premium_ratio_ci_lower,2.018472621815459
deepseek-v3,main,ben_Beng,flores200_devtest,premium_ratio_ci_upper,2.060648113793649
deepseek-v3,main,ben_Beng,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,bho_Deva,flores200_devtest,premium_ratio_estimate,2.9298446619970906
deepseek-v3,main,bho_Deva,flores200_devtest,premium_ratio_ci_lower,2.8968242660994576
deepseek-v3,main,bho_Deva,flores200_devtest,premium_ratio_ci_upper,2.9661935311219048
deepseek-v3,main,bho_Deva,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,bjn_Arab,flores200_devtest,premium_ratio_estimate,2.708513092725276
deepseek-v3,main,bjn_Arab,flores200_devtest,premium_ratio_ci_lower,2.676827819031107
deepseek-v3,main,bjn_Arab,flores200_devtest,premium_ratio_ci_upper,2.740547789748185
deepseek-v3,main,bjn_Arab,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,bjn_Latn,flores200_devtest,premium_ratio_estimate,1.6121411691284553
deepseek-v3,main,bjn_Latn,flores200_devtest,premium_ratio_ci_lower,1.5946697390161648
deepseek-v3,main,bjn_Latn,flores200_devtest,premium_ratio_ci_upper,1.6296777309977928
deepseek-v3,main,bjn_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,bod_Tibt,flores200_devtest,premium_ratio_estimate,6.237280435461387
deepseek-v3,main,bod_Tibt,flores200_devtest,premium_ratio_ci_lower,6.1558136414930065
deepseek-v3,main,bod_Tibt,flores200_devtest,premium_ratio_ci_upper,6.317584401926005
deepseek-v3,main,bod_Tibt,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,bos_Latn,flores200_devtest,premium_ratio_estimate,1.8376119576352756
deepseek-v3,main,bos_Latn,flores200_devtest,premium_ratio_ci_lower,1.8184207358483762
deepseek-v3,main,bos_Latn,flores200_devtest,premium_ratio_ci_upper,1.8579407828157817
deepseek-v3,main,bos_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,bug_Latn,flores200_devtest,premium_ratio_estimate,1.9368834116553413
deepseek-v3,main,bug_Latn,flores200_devtest,premium_ratio_ci_lower,1.9114944448696198
deepseek-v3,main,bug_Latn,flores200_devtest,premium_ratio_ci_upper,1.9635125852177842
deepseek-v3,main,bug_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,bul_Cyrl,flores200_devtest,premium_ratio_estimate,1.9924481347349081
deepseek-v3,main,bul_Cyrl,flores200_devtest,premium_ratio_ci_lower,1.971866798574334
deepseek-v3,main,bul_Cyrl,flores200_devtest,premium_ratio_ci_upper,2.0134062148817966
deepseek-v3,main,bul_Cyrl,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,cat_Latn,flores200_devtest,premium_ratio_estimate,1.636520985527641
deepseek-v3,main,cat_Latn,flores200_devtest,premium_ratio_ci_lower,1.6210223075375274
deepseek-v3,main,cat_Latn,flores200_devtest,premium_ratio_ci_upper,1.653343792399614
deepseek-v3,main,cat_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,ceb_Latn,flores200_devtest,premium_ratio_estimate,1.8498917186688242
deepseek-v3,main,ceb_Latn,flores200_devtest,premium_ratio_ci_lower,1.8285743252846218
deepseek-v3,main,ceb_Latn,flores200_devtest,premium_ratio_ci_upper,1.8711149857373504
deepseek-v3,main,ceb_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,ces_Latn,flores200_devtest,premium_ratio_estimate,1.7191461093175098
deepseek-v3,main,ces_Latn,flores200_devtest,premium_ratio_ci_lower,1.7017385502303364
deepseek-v3,main,ces_Latn,flores200_devtest,premium_ratio_ci_upper,1.7376988325657998
deepseek-v3,main,ces_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,cjk_Latn,flores200_devtest,premium_ratio_estimate,1.9555169455456123
deepseek-v3,main,cjk_Latn,flores200_devtest,premium_ratio_ci_lower,1.927782546157594
deepseek-v3,main,cjk_Latn,flores200_devtest,premium_ratio_ci_upper,1.9832937197988734
deepseek-v3,main,cjk_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,ckb_Arab,flores200_devtest,premium_ratio_estimate,3.114861419573726
deepseek-v3,main,ckb_Arab,flores200_devtest,premium_ratio_ci_lower,3.0774642392179503
deepseek-v3,main,ckb_Arab,flores200_devtest,premium_ratio_ci_upper,3.1534957724430317
deepseek-v3,main,ckb_Arab,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,crh_Latn,flores200_devtest,premium_ratio_estimate,2.16868727153025
deepseek-v3,main,crh_Latn,flores200_devtest,premium_ratio_ci_lower,2.143052353251319
deepseek-v3,main,crh_Latn,flores200_devtest,premium_ratio_ci_upper,2.195641223124097
deepseek-v3,main,crh_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,cym_Latn,flores200_devtest,premium_ratio_estimate,2.1297574915468758
deepseek-v3,main,cym_Latn,flores200_devtest,premium_ratio_ci_lower,2.1079107557695984
deepseek-v3,main,cym_Latn,flores200_devtest,premium_ratio_ci_upper,2.1523488535065725
deepseek-v3,main,cym_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,dan_Latn,flores200_devtest,premium_ratio_estimate,1.6343392925586497
deepseek-v3,main,dan_Latn,flores200_devtest,premium_ratio_ci_lower,1.617206517921636
deepseek-v3,main,dan_Latn,flores200_devtest,premium_ratio_ci_upper,1.6525086023619056
deepseek-v3,main,dan_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,deu_Latn,flores200_devtest,premium_ratio_estimate,1.5272623652695587
deepseek-v3,main,deu_Latn,flores200_devtest,premium_ratio_ci_lower,1.5124493951462366
deepseek-v3,main,deu_Latn,flores200_devtest,premium_ratio_ci_upper,1.543064063922639
deepseek-v3,main,deu_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,dik_Latn,flores200_devtest,premium_ratio_estimate,1.9816807711336377
deepseek-v3,main,dik_Latn,flores200_devtest,premium_ratio_ci_lower,1.946164867612906
deepseek-v3,main,dik_Latn,flores200_devtest,premium_ratio_ci_upper,2.0198601480386893
deepseek-v3,main,dik_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,dyu_Latn,flores200_devtest,premium_ratio_estimate,2.069570758669452
deepseek-v3,main,dyu_Latn,flores200_devtest,premium_ratio_ci_lower,2.0393199664360058
deepseek-v3,main,dyu_Latn,flores200_devtest,premium_ratio_ci_upper,2.100488547050164
deepseek-v3,main,dyu_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,dzo_Tibt,flores200_devtest,premium_ratio_estimate,6.979199779803145
deepseek-v3,main,dzo_Tibt,flores200_devtest,premium_ratio_ci_lower,6.88307180781946
deepseek-v3,main,dzo_Tibt,flores200_devtest,premium_ratio_ci_upper,7.074599920988367
deepseek-v3,main,dzo_Tibt,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,ell_Grek,flores200_devtest,premium_ratio_estimate,2.7181945909986758
deepseek-v3,main,ell_Grek,flores200_devtest,premium_ratio_ci_lower,2.6874447906008614
deepseek-v3,main,ell_Grek,flores200_devtest,premium_ratio_ci_upper,2.750262170533249
deepseek-v3,main,ell_Grek,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,epo_Latn,flores200_devtest,premium_ratio_estimate,1.7774540221438542
deepseek-v3,main,epo_Latn,flores200_devtest,premium_ratio_ci_lower,1.7602509498065035
deepseek-v3,main,epo_Latn,flores200_devtest,premium_ratio_ci_upper,1.7948504114418025
deepseek-v3,main,epo_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,est_Latn,flores200_devtest,premium_ratio_estimate,1.8695245169939068
deepseek-v3,main,est_Latn,flores200_devtest,premium_ratio_ci_lower,1.8476740560670473
deepseek-v3,main,est_Latn,flores200_devtest,premium_ratio_ci_upper,1.891487685927785
deepseek-v3,main,est_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,eus_Latn,flores200_devtest,premium_ratio_estimate,1.7580970867509154
deepseek-v3,main,eus_Latn,flores200_devtest,premium_ratio_ci_lower,1.7391315135007388
deepseek-v3,main,eus_Latn,flores200_devtest,premium_ratio_ci_upper,1.7776293745888954
deepseek-v3,main,eus_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,ewe_Latn,flores200_devtest,premium_ratio_estimate,2.5176725775554325
deepseek-v3,main,ewe_Latn,flores200_devtest,premium_ratio_ci_lower,2.4745729418035807
deepseek-v3,main,ewe_Latn,flores200_devtest,premium_ratio_ci_upper,2.5630891456474285
deepseek-v3,main,ewe_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,fao_Latn,flores200_devtest,premium_ratio_estimate,2.078235097082629
deepseek-v3,main,fao_Latn,flores200_devtest,premium_ratio_ci_lower,2.0553005454665754
deepseek-v3,main,fao_Latn,flores200_devtest,premium_ratio_ci_upper,2.102230024811393
deepseek-v3,main,fao_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,fij_Latn,flores200_devtest,premium_ratio_estimate,2.149963680601917
deepseek-v3,main,fij_Latn,flores200_devtest,premium_ratio_ci_lower,2.1227235816079544
deepseek-v3,main,fij_Latn,flores200_devtest,premium_ratio_ci_upper,2.177780838101878
deepseek-v3,main,fij_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,fin_Latn,flores200_devtest,premium_ratio_estimate,1.8835382930515179
deepseek-v3,main,fin_Latn,flores200_devtest,premium_ratio_ci_lower,1.8634863165020894
deepseek-v3,main,fin_Latn,flores200_devtest,premium_ratio_ci_upper,1.9050542273236344
deepseek-v3,main,fin_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,fon_Latn,flores200_devtest,premium_ratio_estimate,3.2535732165610183
deepseek-v3,main,fon_Latn,flores200_devtest,premium_ratio_ci_lower,3.1982211846575863
deepseek-v3,main,fon_Latn,flores200_devtest,premium_ratio_ci_upper,3.3115747133097813
deepseek-v3,main,fon_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,fra_Latn,flores200_devtest,premium_ratio_estimate,1.560351039719596
deepseek-v3,main,fra_Latn,flores200_devtest,premium_ratio_ci_lower,1.5450350853519146
deepseek-v3,main,fra_Latn,flores200_devtest,premium_ratio_ci_upper,1.575829805989127
deepseek-v3,main,fra_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,fur_Latn,flores200_devtest,premium_ratio_estimate,1.8571728120988622
deepseek-v3,main,fur_Latn,flores200_devtest,premium_ratio_ci_lower,1.8385548222608823
deepseek-v3,main,fur_Latn,flores200_devtest,premium_ratio_ci_upper,1.8761322511893077
deepseek-v3,main,fur_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,fuv_Latn,flores200_devtest,premium_ratio_estimate,1.877528676646893
deepseek-v3,main,fuv_Latn,flores200_devtest,premium_ratio_ci_lower,1.8448562195881697
deepseek-v3,main,fuv_Latn,flores200_devtest,premium_ratio_ci_upper,1.9113843506703816
deepseek-v3,main,fuv_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,gaz_Latn,flores200_devtest,premium_ratio_estimate,2.3510768249916794
deepseek-v3,main,gaz_Latn,flores200_devtest,premium_ratio_ci_lower,2.324800248042416
deepseek-v3,main,gaz_Latn,flores200_devtest,premium_ratio_ci_upper,2.3778130329305025
deepseek-v3,main,gaz_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,gla_Latn,flores200_devtest,premium_ratio_estimate,2.4565273742205322
deepseek-v3,main,gla_Latn,flores200_devtest,premium_ratio_ci_lower,2.426981936660532
deepseek-v3,main,gla_Latn,flores200_devtest,premium_ratio_ci_upper,2.486736944421483
deepseek-v3,main,gla_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,gle_Latn,flores200_devtest,premium_ratio_estimate,2.338146300457831
deepseek-v3,main,gle_Latn,flores200_devtest,premium_ratio_ci_lower,2.310339634038201
deepseek-v3,main,gle_Latn,flores200_devtest,premium_ratio_ci_upper,2.3664879129395513
deepseek-v3,main,gle_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,glg_Latn,flores200_devtest,premium_ratio_estimate,1.540540214988915
deepseek-v3,main,glg_Latn,flores200_devtest,premium_ratio_ci_lower,1.52564223791574
deepseek-v3,main,glg_Latn,flores200_devtest,premium_ratio_ci_upper,1.5556100621254223
deepseek-v3,main,glg_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,grn_Latn,flores200_devtest,premium_ratio_estimate,2.0935078269913765
deepseek-v3,main,grn_Latn,flores200_devtest,premium_ratio_ci_lower,2.067739418016858
deepseek-v3,main,grn_Latn,flores200_devtest,premium_ratio_ci_upper,2.1211393284957727
deepseek-v3,main,grn_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,guj_Gujr,flores200_devtest,premium_ratio_estimate,3.9108310148818712
deepseek-v3,main,guj_Gujr,flores200_devtest,premium_ratio_ci_lower,3.8674372804169383
deepseek-v3,main,guj_Gujr,flores200_devtest,premium_ratio_ci_upper,3.955634011186272
deepseek-v3,main,guj_Gujr,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,hat_Latn,flores200_devtest,premium_ratio_estimate,1.7066464555366803
deepseek-v3,main,hat_Latn,flores200_devtest,premium_ratio_ci_lower,1.6887587881592214
deepseek-v3,main,hat_Latn,flores200_devtest,premium_ratio_ci_upper,1.7252516334601573
deepseek-v3,main,hat_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,hau_Latn,flores200_devtest,premium_ratio_estimate,1.9673196862333706
deepseek-v3,main,hau_Latn,flores200_devtest,premium_ratio_ci_lower,1.9447072460422459
deepseek-v3,main,hau_Latn,flores200_devtest,premium_ratio_ci_upper,1.9911502230389482
deepseek-v3,main,hau_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,heb_Hebr,flores200_devtest,premium_ratio_estimate,1.7867688596433466
deepseek-v3,main,heb_Hebr,flores200_devtest,premium_ratio_ci_lower,1.7698921490349089
deepseek-v3,main,heb_Hebr,flores200_devtest,premium_ratio_ci_upper,1.8038815484416837
deepseek-v3,main,heb_Hebr,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,hin_Deva,flores200_devtest,premium_ratio_estimate,2.825889781554412
deepseek-v3,main,hin_Deva,flores200_devtest,premium_ratio_ci_lower,2.7950675200068202
deepseek-v3,main,hin_Deva,flores200_devtest,premium_ratio_ci_upper,2.856808917038866
deepseek-v3,main,hin_Deva,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,hne_Deva,flores200_devtest,premium_ratio_estimate,2.9357362456564493
deepseek-v3,main,hne_Deva,flores200_devtest,premium_ratio_ci_lower,2.9063525889572377
deepseek-v3,main,hne_Deva,flores200_devtest,premium_ratio_ci_upper,2.9654179415566255
deepseek-v3,main,hne_Deva,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,hrv_Latn,flores200_devtest,premium_ratio_estimate,1.800588551348553
deepseek-v3,main,hrv_Latn,flores200_devtest,premium_ratio_ci_lower,1.781483351964342
deepseek-v3,main,hrv_Latn,flores200_devtest,premium_ratio_ci_upper,1.8198901135230983
deepseek-v3,main,hrv_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,hun_Latn,flores200_devtest,premium_ratio_estimate,2.008102839097358
deepseek-v3,main,hun_Latn,flores200_devtest,premium_ratio_ci_lower,1.9845048988539196
deepseek-v3,main,hun_Latn,flores200_devtest,premium_ratio_ci_upper,2.0324031379741023
deepseek-v3,main,hun_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,hye_Armn,flores200_devtest,premium_ratio_estimate,3.0382465400602348
deepseek-v3,main,hye_Armn,flores200_devtest,premium_ratio_ci_lower,3.0065231661313723
deepseek-v3,main,hye_Armn,flores200_devtest,premium_ratio_ci_upper,3.0709501271066992
deepseek-v3,main,hye_Armn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,ibo_Latn,flores200_devtest,premium_ratio_estimate,2.455317478505183
deepseek-v3,main,ibo_Latn,flores200_devtest,premium_ratio_ci_lower,2.4226599954368937
deepseek-v3,main,ibo_Latn,flores200_devtest,premium_ratio_ci_upper,2.48685544351811
deepseek-v3,main,ibo_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,ilo_Latn,flores200_devtest,premium_ratio_estimate,2.057623045717162
deepseek-v3,main,ilo_Latn,flores200_devtest,premium_ratio_ci_lower,2.034672554169692
deepseek-v3,main,ilo_Latn,flores200_devtest,premium_ratio_ci_upper,2.0812927291147214
deepseek-v3,main,ilo_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,ind_Latn,flores200_devtest,premium_ratio_estimate,1.3567327153631157
deepseek-v3,main,ind_Latn,flores200_devtest,premium_ratio_ci_lower,1.3438112465985377
deepseek-v3,main,ind_Latn,flores200_devtest,premium_ratio_ci_upper,1.3698365934806351
deepseek-v3,main,ind_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,isl_Latn,flores200_devtest,premium_ratio_estimate,2.1273182374793858
deepseek-v3,main,isl_Latn,flores200_devtest,premium_ratio_ci_lower,2.1015893753606334
deepseek-v3,main,isl_Latn,flores200_devtest,premium_ratio_ci_upper,2.1545592729371763
deepseek-v3,main,isl_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,ita_Latn,flores200_devtest,premium_ratio_estimate,1.5639518025330155
deepseek-v3,main,ita_Latn,flores200_devtest,premium_ratio_ci_lower,1.5485872640575773
deepseek-v3,main,ita_Latn,flores200_devtest,premium_ratio_ci_upper,1.5805365974193146
deepseek-v3,main,ita_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,jav_Latn,flores200_devtest,premium_ratio_estimate,1.685339849482451
deepseek-v3,main,jav_Latn,flores200_devtest,premium_ratio_ci_lower,1.6679353221818753
deepseek-v3,main,jav_Latn,flores200_devtest,premium_ratio_ci_upper,1.7027790294351723
deepseek-v3,main,jav_Latn,flores200_devtest,n_sentences,1012.0
deepseek-v3,main,jpn_Jpan,flores200_devtest,premium_ratio_estimate,1.4403049937111043
deepseek-v3,main,jpn_Jpan,flores200_devtest,premium_ratio_ci_lower,1.423921949123331
